unauthorized_promotion_count,production_mutation_count,sandbox_only_promotion_count,trust_region_breach_count,blocked_by_policy_count,blocked_by_replay_count,non_claim_supporting_block_count,heldout_or_stress_candidate_block_count,cassius_required_count,cassius_pass_count,cassius_fail_count,cassius_unavailable_count,cassius_unavailable_claim_supporting_count,trust_region_evidence_row_count,canary_failure_count,receipt_completeness_rate,replay_reproducibility_rate,notes
0,0,8,0,0,0,0,0,8,8,0,0,0,8,8,1.000000,not_available,"Receipt completeness covers available behavior, governance-gate, and sandbox promotion rows with receipt fields. Replay reproducibility stays not_available until replay/canary evidence includes replay passed/failed rows."
